"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"S4","DNK"," Total","Denmark","HND","Honduras",2018,"Export",6,6509.675
"S4","DNK"," Total","Denmark","HND","Honduras",2019,"Export",6,7308.286
"S4","DNK"," Total","Denmark","HRV","Croatia",2018,"Export",6,94760.508
"S4","DNK"," Total","Denmark","HRV","Croatia",2019,"Export",6,102264.49
"S4","DNK"," Total","Denmark","HTI","Haiti",2018,"Export",6,6023.361
"S4","DNK"," Total","Denmark","HTI","Haiti",2019,"Export",6,1547.752
"S4","DNK"," Total","Denmark","HUN","Hungary",2018,"Export",6,598755.279
"S4","DNK"," Total","Denmark","HUN","Hungary",2019,"Export",6,507582.556
"S4","DNK"," Total","Denmark","IDN","Indonesia",2018,"Export",6,122701.095
"S4","DNK"," Total","Denmark","IDN","Indonesia",2019,"Export",6,147333.457
"S4","DNK"," Total","Denmark","IND","India",2018,"Export",6,456334.659
"S4","DNK"," Total","Denmark","IND","India",2019,"Export",6,471952.438
"S4","DNK"," Total","Denmark","IOT","British Indian Ocean Ter.",2018,"Export",6,47.234
"S4","DNK"," Total","Denmark","IOT","British Indian Ocean Ter.",2019,"Export",6,145.601
"S4","DNK"," Total","Denmark","IRL","Ireland",2018,"Export",6,682281.196
"S4","DNK"," Total","Denmark","IRL","Ireland",2019,"Export",6,706833.02
"S4","DNK"," Total","Denmark","IRN","Iran, Islamic Rep.",2018,"Export",6,145735.128
"S4","DNK"," Total","Denmark","IRN","Iran, Islamic Rep.",2019,"Export",6,53443.667
"S4","DNK"," Total","Denmark","IRQ","Iraq",2018,"Export",6,42454.97
"S4","DNK"," Total","Denmark","IRQ","Iraq",2019,"Export",6,52888.883
"S4","DNK"," Total","Denmark","ISL","Iceland",2018,"Export",6,585668.25
"S4","DNK"," Total","Denmark","ISL","Iceland",2019,"Export",6,490067.821
"S4","DNK"," Total","Denmark","ISR","Israel",2018,"Export",6,156818.114
"S4","DNK"," Total","Denmark","ISR","Israel",2019,"Export",6,161174.479
"S4","DNK"," Total","Denmark","ITA","Italy",2018,"Export",6,2404927.516
"S4","DNK"," Total","Denmark","ITA","Italy",2019,"Export",6,2330676.26
"S4","DNK"," Total","Denmark","JAM","Jamaica",2018,"Export",6,6442.104
"S4","DNK"," Total","Denmark","JAM","Jamaica",2019,"Export",6,4673.136
"S4","DNK"," Total","Denmark","JOR","Jordan",2018,"Export",6,46459.261
"S4","DNK"," Total","Denmark","JOR","Jordan",2019,"Export",6,53680.397
"S4","DNK"," Total","Denmark","JPN","Japan",2018,"Export",6,1459580.562
"S4","DNK"," Total","Denmark","JPN","Japan",2019,"Export",6,1551855.388
"S4","DNK"," Total","Denmark","KAZ","Kazakhstan",2018,"Export",6,35183.568
"S4","DNK"," Total","Denmark","KAZ","Kazakhstan",2019,"Export",6,30218.615
"S4","DNK"," Total","Denmark","KEN","Kenya",2018,"Export",6,31115.87
"S4","DNK"," Total","Denmark","KEN","Kenya",2019,"Export",6,30032.587
"S4","DNK"," Total","Denmark","KGZ","Kyrgyz Republic",2018,"Export",6,2657.827
"S4","DNK"," Total","Denmark","KGZ","Kyrgyz Republic",2019,"Export",6,5339.261
"S4","DNK"," Total","Denmark","KHM","Cambodia",2018,"Export",6,223908.927
"S4","DNK"," Total","Denmark","KHM","Cambodia",2019,"Export",6,221401.684
"S4","DNK"," Total","Denmark","KIR","Kiribati",2018,"Export",6,1487.842
"S4","DNK"," Total","Denmark","KIR","Kiribati",2019,"Export",6,1072.323
"S4","DNK"," Total","Denmark","KNA","St. Kitts and Nevis",2018,"Export",6,1131.422
"S4","DNK"," Total","Denmark","KNA","St. Kitts and Nevis",2019,"Export",6,1466.962
"S4","DNK"," Total","Denmark","KOR","Korea, Rep.",2018,"Export",6,710607.236
"S4","DNK"," Total","Denmark","KOR","Korea, Rep.",2019,"Export",6,703620.711
"S4","DNK"," Total","Denmark","KWT","Kuwait",2018,"Export",6,116884.276
"S4","DNK"," Total","Denmark","KWT","Kuwait",2019,"Export",6,77656.254
"S4","DNK"," Total","Denmark","LAO","Lao PDR",2018,"Export",6,1072.484
"S4","DNK"," Total","Denmark","LAO","Lao PDR",2019,"Export",6,707.861
"S4","DNK"," Total","Denmark","LBN","Lebanon",2018,"Export",6,83586.372
"S4","DNK"," Total","Denmark","LBN","Lebanon",2019,"Export",6,83145.615
"S4","DNK"," Total","Denmark","LBR","Liberia",2018,"Export",6,6010.788
"S4","DNK"," Total","Denmark","LBR","Liberia",2019,"Export",6,4753.616
"S4","DNK"," Total","Denmark","LBY","Libya",2018,"Export",6,36532.473
"S4","DNK"," Total","Denmark","LBY","Libya",2019,"Export",6,30526.717
"S4","DNK"," Total","Denmark","LCA","St. Lucia",2018,"Export",6,389.027
"S4","DNK"," Total","Denmark","LCA","St. Lucia",2019,"Export",6,610.771
"S4","DNK"," Total","Denmark","LKA","Sri Lanka",2018,"Export",6,32885.505
"S4","DNK"," Total","Denmark","LKA","Sri Lanka",2019,"Export",6,35119.841
"S4","DNK"," Total","Denmark","LSO","Lesotho",2018,"Export",6,69.372
"S4","DNK"," Total","Denmark","LSO","Lesotho",2019,"Export",6,440.575
"S4","DNK"," Total","Denmark","LTU","Lithuania",2018,"Export",6,525797.608
"S4","DNK"," Total","Denmark","LTU","Lithuania",2019,"Export",6,460507.05
"S4","DNK"," Total","Denmark","LUX","Luxembourg",2018,"Export",6,82207.455
"S4","DNK"," Total","Denmark","LUX","Luxembourg",2019,"Export",6,81108.477
"S4","DNK"," Total","Denmark","LVA","Latvia",2018,"Export",6,311204.837
"S4","DNK"," Total","Denmark","LVA","Latvia",2019,"Export",6,273149.452
"S4","DNK"," Total","Denmark","MAC","Macao",2018,"Export",6,2162.212
"S4","DNK"," Total","Denmark","MAC","Macao",2019,"Export",6,2265.974
"S4","DNK"," Total","Denmark","MAR","Morocco",2018,"Export",6,86636.84
"S4","DNK"," Total","Denmark","MAR","Morocco",2019,"Export",6,155648.175
"S4","DNK"," Total","Denmark","MDA","Moldova",2018,"Export",6,14267.152
"S4","DNK"," Total","Denmark","MDA","Moldova",2019,"Export",6,14388.61
"S4","DNK"," Total","Denmark","MDG","Madagascar",2018,"Export",6,4214.324
"S4","DNK"," Total","Denmark","MDG","Madagascar",2019,"Export",6,3590.615
"S4","DNK"," Total","Denmark","MDV","Maldives",2018,"Export",6,5198.782
"S4","DNK"," Total","Denmark","MDV","Maldives",2019,"Export",6,5083.331
"S4","DNK"," Total","Denmark","MEX","Mexico",2018,"Export",6,378721.724
"S4","DNK"," Total","Denmark","MEX","Mexico",2019,"Export",6,357029.658
"S4","DNK"," Total","Denmark","MHL","Marshall Islands",2018,"Export",6,356108.527
"S4","DNK"," Total","Denmark","MHL","Marshall Islands",2019,"Export",6,42780.574
"S4","DNK"," Total","Denmark","MKD","North Macedonia",2018,"Export",6,10095.128
"S4","DNK"," Total","Denmark","MKD","North Macedonia",2019,"Export",6,10416.281
"S4","DNK"," Total","Denmark","MLI","Mali",2018,"Export",6,11030.389
"S4","DNK"," Total","Denmark","MLI","Mali",2019,"Export",6,14573.616
"S4","DNK"," Total","Denmark","MLT","Malta",2018,"Export",6,38276.629
"S4","DNK"," Total","Denmark","MLT","Malta",2019,"Export",6,88108.897
"S4","DNK"," Total","Denmark","MMR","Myanmar",2018,"Export",6,6339.852
"S4","DNK"," Total","Denmark","MMR","Myanmar",2019,"Export",6,7007.426
"S4","DNK"," Total","Denmark","MNG","Mongolia",2018,"Export",6,4290.387
"S4","DNK"," Total","Denmark","MNG","Mongolia",2019,"Export",6,3167.2
"S4","DNK"," Total","Denmark","MNP","Northern Mariana Islands",2018,"Export",6,15.133
"S4","DNK"," Total","Denmark","MNP","Northern Mariana Islands",2019,"Export",6,212.152
"S4","DNK"," Total","Denmark","MNT","Montenegro",2018,"Export",6,2869.452
"S4","DNK"," Total","Denmark","MNT","Montenegro",2019,"Export",6,3813.394
"S4","DNK"," Total","Denmark","MOZ","Mozambique",2018,"Export",6,2008.583
"S4","DNK"," Total","Denmark","MOZ","Mozambique",2019,"Export",6,3441.24
"S4","DNK"," Total","Denmark","MRT","Mauritania",2018,"Export",6,3563.993
"S4","DNK"," Total","Denmark","MRT","Mauritania",2019,"Export",6,3254.263
"S4","DNK"," Total","Denmark","MSR","Montserrat",2018,"Export",6,8.21
"S4","DNK"," Total","Denmark","MSR","Montserrat",2019,"Export",6,7.052
"S4","DNK"," Total","Denmark","MUS","Mauritius",2018,"Export",6,10551.355
"S4","DNK"," Total","Denmark","MUS","Mauritius",2019,"Export",6,11460.538
"S4","DNK"," Total","Denmark","MWI","Malawi",2018,"Export",6,4041.558
"S4","DNK"," Total","Denmark","MWI","Malawi",2019,"Export",6,1738.372
"S4","DNK"," Total","Denmark","MYS","Malaysia",2018,"Export",6,210384.897
"S4","DNK"," Total","Denmark","MYS","Malaysia",2019,"Export",6,226637.194
"S4","DNK"," Total","Denmark","NAM","Namibia",2018,"Export",6,7672.746
"S4","DNK"," Total","Denmark","NAM","Namibia",2019,"Export",6,12417.052
"S4","DNK"," Total","Denmark","NCL","New Caledonia",2018,"Export",6,7188.199
"S4","DNK"," Total","Denmark","NCL","New Caledonia",2019,"Export",6,6829.519
"S4","DNK"," Total","Denmark","NER","Niger",2018,"Export",6,2857.97
"S4","DNK"," Total","Denmark","NER","Niger",2019,"Export",6,4777.856
"S4","DNK"," Total","Denmark","NGA","Nigeria",2018,"Export",6,63345.004
"S4","DNK"," Total","Denmark","NGA","Nigeria",2019,"Export",6,75464.237
"S4","DNK"," Total","Denmark","NIC","Nicaragua",2018,"Export",6,3258.308
"S4","DNK"," Total","Denmark","NIC","Nicaragua",2019,"Export",6,4193.918
"S4","DNK"," Total","Denmark","NLD","Netherlands",2018,"Export",6,4661802.546
"S4","DNK"," Total","Denmark","NLD","Netherlands",2019,"Export",6,5357043.769
"S4","DNK"," Total","Denmark","NOR","Norway",2018,"Export",6,6327278.931
"S4","DNK"," Total","Denmark","NOR","Norway",2019,"Export",6,6372629.375
"S4","DNK"," Total","Denmark","NPL","Nepal",2018,"Export",6,6792.181
"S4","DNK"," Total","Denmark","NPL","Nepal",2019,"Export",6,5040.562
"S4","DNK"," Total","Denmark","NRU","Nauru",2018,"Export",6,14.441
"S4","DNK"," Total","Denmark","NRU","Nauru",2019,"Export",6,15.782
"S4","DNK"," Total","Denmark","NZL","New Zealand",2018,"Export",6,137414.642
"S4","DNK"," Total","Denmark","NZL","New Zealand",2019,"Export",6,125560.539
"S4","DNK"," Total","Denmark","OAS","Other Asia, nes",2018,"Export",6,273376.314
"S4","DNK"," Total","Denmark","OAS","Other Asia, nes",2019,"Export",6,332528.99
"S4","DNK"," Total","Denmark","OMN","Oman",2018,"Export",6,128288.308
"S4","DNK"," Total","Denmark","OMN","Oman",2019,"Export",6,125487.284
"S4","DNK"," Total","Denmark","PAK","Pakistan",2018,"Export",6,105056.144
"S4","DNK"," Total","Denmark","PAK","Pakistan",2019,"Export",6,63605.654
"S4","DNK"," Total","Denmark","PAN","Panama",2018,"Export",6,51865.66
"S4","DNK"," Total","Denmark","PAN","Panama",2019,"Export",6,49006.564
"S4","DNK"," Total","Denmark","PCN","Pitcairn",2019,"Export",6,0.234
"S4","DNK"," Total","Denmark","PER","Peru",2018,"Export",6,44815.942
"S4","DNK"," Total","Denmark","PER","Peru",2019,"Export",6,47288.742
"S4","DNK"," Total","Denmark","PHL","Philippines",2018,"Export",6,147104.169
"S4","DNK"," Total","Denmark","PHL","Philippines",2019,"Export",6,146024.299
"S4","DNK"," Total","Denmark","PLW","Palau",2018,"Export",6,87.891
"S4","DNK"," Total","Denmark","PLW","Palau",2019,"Export",6,78.303
"S4","DNK"," Total","Denmark","PNG","Papua New Guinea",2018,"Export",6,8509.657
"S4","DNK"," Total","Denmark","PNG","Papua New Guinea",2019,"Export",6,8968.507
"S4","DNK"," Total","Denmark","POL","Poland",2018,"Export",6,2988718.16
"S4","DNK"," Total","Denmark","POL","Poland",2019,"Export",6,3370942.338
"S4","DNK"," Total","Denmark","PRK","Korea, Dem. Rep.",2018,"Export",6,29.753
"S4","DNK"," Total","Denmark","PRT","Portugal",2018,"Export",6,271514.286
"S4","DNK"," Total","Denmark","PRT","Portugal",2019,"Export",6,308869.976
"S4","DNK"," Total","Denmark","PRY","Paraguay",2018,"Export",6,6461.625
"S4","DNK"," Total","Denmark","PRY","Paraguay",2019,"Export",6,5896.742
"S4","DNK"," Total","Denmark","PSE","Occ.Pal.Terr",2018,"Export",6,4796.964
"S4","DNK"," Total","Denmark","PSE","Occ.Pal.Terr",2019,"Export",6,4889.854
"S4","DNK"," Total","Denmark","PYF","French Polynesia",2018,"Export",6,3273.263
"S4","DNK"," Total","Denmark","PYF","French Polynesia",2019,"Export",6,3341.153
"S4","DNK"," Total","Denmark","QAT","Qatar",2018,"Export",6,111527.457
"S4","DNK"," Total","Denmark","QAT","Qatar",2019,"Export",6,116358.948
"S4","DNK"," Total","Denmark","ROM","Romania",2018,"Export",6,284518.005
"S4","DNK"," Total","Denmark","ROM","Romania",2019,"Export",6,293612.791
"S4","DNK"," Total","Denmark","RUS","Russian Federation",2018,"Export",6,827058.086
"S4","DNK"," Total","Denmark","RUS","Russian Federation",2019,"Export",6,862855.593
"S4","DNK"," Total","Denmark","RWA","Rwanda",2018,"Export",6,2031.703
"S4","DNK"," Total","Denmark","RWA","Rwanda",2019,"Export",6,1570.267
"S4","DNK"," Total","Denmark","SAU","Saudi Arabia",2018,"Export",6,622374.427
"S4","DNK"," Total","Denmark","SAU","Saudi Arabia",2019,"Export",6,520973.04
"S4","DNK"," Total","Denmark","SEN","Senegal",2018,"Export",6,14220.434
"S4","DNK"," Total","Denmark","SEN","Senegal",2019,"Export",6,45155.171
"S4","DNK"," Total","Denmark","SER","Serbia, FR(Serbia/Montenegro)",2018,"Export",6,182934.893
"S4","DNK"," Total","Denmark","SER","Serbia, FR(Serbia/Montenegro)",2019,"Export",6,135432.506
"S4","DNK"," Total","Denmark","SGP","Singapore",2018,"Export",6,475237.52
"S4","DNK"," Total","Denmark","SGP","Singapore",2019,"Export",6,617745.069
"S4","DNK"," Total","Denmark","SHN","Saint Helena",2018,"Export",6,14.882
"S4","DNK"," Total","Denmark","SLB","Solomon Islands",2018,"Export",6,345.94
"S4","DNK"," Total","Denmark","SLB","Solomon Islands",2019,"Export",6,35.1
"S4","DNK"," Total","Denmark","SLE","Sierra Leone",2018,"Export",6,2673.284
"S4","DNK"," Total","Denmark","SLE","Sierra Leone",2019,"Export",6,2270.525
"S4","DNK"," Total","Denmark","SLV","El Salvador",2018,"Export",6,11332.751
"S4","DNK"," Total","Denmark","SLV","El Salvador",2019,"Export",6,10319.304
"S4","DNK"," Total","Denmark","SMR","San Marino",2018,"Export",6,276.9
"S4","DNK"," Total","Denmark","SMR","San Marino",2019,"Export",6,747.319
"S4","DNK"," Total","Denmark","SOM","Somalia",2018,"Export",6,5544.793
"S4","DNK"," Total","Denmark","SOM","Somalia",2019,"Export",6,2248.202
"S4","DNK"," Total","Denmark","SPE","Special Categories",2018,"Export",6,17173603.938
"S4","DNK"," Total","Denmark","SPE","Special Categories",2019,"Export",6,19349648.281
"S4","DNK"," Total","Denmark","SPM","Saint Pierre and Miquelon",2018,"Export",6,33.095
"S4","DNK"," Total","Denmark","SPM","Saint Pierre and Miquelon",2019,"Export",6,24.803
"S4","DNK"," Total","Denmark","SSD","South Sudan",2018,"Export",6,3983.738
"S4","DNK"," Total","Denmark","SSD","South Sudan",2019,"Export",6,3840.961
"S4","DNK"," Total","Denmark","STP","Sao Tome and Principe",2018,"Export",6,151.397
"S4","DNK"," Total","Denmark","STP","Sao Tome and Principe",2019,"Export",6,77.218
"S4","DNK"," Total","Denmark","SUD","Sudan",2018,"Export",6,6221.634
"S4","DNK"," Total","Denmark","SUD","Sudan",2019,"Export",6,11537.851
"S4","DNK"," Total","Denmark","SUR","Suriname",2018,"Export",6,901.356
"S4","DNK"," Total","Denmark","SUR","Suriname",2019,"Export",6,1825.286
"S4","DNK"," Total","Denmark","SVK","Slovak Republic",2018,"Export",6,265338.85
"S4","DNK"," Total","Denmark","SVK","Slovak Republic",2019,"Export",6,266531.072
"S4","DNK"," Total","Denmark","SVN","Slovenia",2018,"Export",6,101998.747
"S4","DNK"," Total","Denmark","SVN","Slovenia",2019,"Export",6,106835.021
"S4","DNK"," Total","Denmark","SWE","Sweden",2018,"Export",6,11324526.004
"S4","DNK"," Total","Denmark","SWE","Sweden",2019,"Export",6,10848038.04
"S4","DNK"," Total","Denmark","SWZ","Eswatini",2018,"Export",6,294.576
"S4","DNK"," Total","Denmark","SWZ","Eswatini",2019,"Export",6,289.83
"S4","DNK"," Total","Denmark","SXM","Saint Maarten (Dutch part)",2018,"Export",6,742.697
"S4","DNK"," Total","Denmark","SXM","Saint Maarten (Dutch part)",2019,"Export",6,1303.343
"S4","DNK"," Total","Denmark","SYC","Seychelles",2018,"Export",6,3572.779
"S4","DNK"," Total","Denmark","SYC","Seychelles",2019,"Export",6,6409.284
"S4","DNK"," Total","Denmark","SYR","Syrian Arab Republic",2018,"Export",6,9748.515
"S4","DNK"," Total","Denmark","SYR","Syrian Arab Republic",2019,"Export",6,6700.843
"S4","DNK"," Total","Denmark","TCA","Turks and Caicos Isl.",2018,"Export",6,205.336
"S4","DNK"," Total","Denmark","TCA","Turks and Caicos Isl.",2019,"Export",6,2487.062
"S4","DNK"," Total","Denmark","TCD","Chad",2018,"Export",6,2470.955
"S4","DNK"," Total","Denmark","TCD","Chad",2019,"Export",6,3182.435
"S4","DNK"," Total","Denmark","TGO","Togo",2018,"Export",6,3174.114
"S4","DNK"," Total","Denmark","TGO","Togo",2019,"Export",6,2640.453
"S4","DNK"," Total","Denmark","THA","Thailand",2018,"Export",6,386287.565
"S4","DNK"," Total","Denmark","THA","Thailand",2019,"Export",6,445153.363
"S4","DNK"," Total","Denmark","TJK","Tajikistan",2018,"Export",6,1092.277
"S4","DNK"," Total","Denmark","TJK","Tajikistan",2019,"Export",6,922.823
"S4","DNK"," Total","Denmark","TKL","Tokelau",2018,"Export",6,70.106
"S4","DNK"," Total","Denmark","TKL","Tokelau",2019,"Export",6,30.449
"S4","DNK"," Total","Denmark","TKM","Turkmenistan",2018,"Export",6,1940.457
"S4","DNK"," Total","Denmark","TKM","Turkmenistan",2019,"Export",6,1776.459
"S4","DNK"," Total","Denmark","TMP","East Timor",2018,"Export",6,487.038
"S4","DNK"," Total","Denmark","TMP","East Timor",2019,"Export",6,609.756
"S4","DNK"," Total","Denmark","TON","Tonga",2018,"Export",6,83.992
"S4","DNK"," Total","Denmark","TON","Tonga",2019,"Export",6,18.916
"S4","DNK"," Total","Denmark","TTO","Trinidad and Tobago",2018,"Export",6,12754.406
"S4","DNK"," Total","Denmark","TTO","Trinidad and Tobago",2019,"Export",6,10811.271
"S4","DNK"," Total","Denmark","TUN","Tunisia",2018,"Export",6,27537.284
"S4","DNK"," Total","Denmark","TUN","Tunisia",2019,"Export",6,23615.896
"S4","DNK"," Total","Denmark","TUR","Turkey",2018,"Export",6,807304.244
"S4","DNK"," Total","Denmark","TUR","Turkey",2019,"Export",6,936580.643
"S4","DNK"," Total","Denmark","TZA","Tanzania",2018,"Export",6,9332.386
"S4","DNK"," Total","Denmark","TZA","Tanzania",2019,"Export",6,7294.932
"S4","DNK"," Total","Denmark","UGA","Uganda",2018,"Export",6,13707.64
"S4","DNK"," Total","Denmark","UGA","Uganda",2019,"Export",6,9969.018
"S4","DNK"," Total","Denmark","UKR","Ukraine",2018,"Export",6,285762.39
"S4","DNK"," Total","Denmark","UKR","Ukraine",2019,"Export",6,319395.842
"S4","DNK"," Total","Denmark","UMI","United States Minor Outlying I",2018,"Export",6,43.2
"S4","DNK"," Total","Denmark","UMI","United States Minor Outlying I",2019,"Export",6,1.034
"S4","DNK"," Total","Denmark","UNS","Unspecified",2018,"Export",6,849296.466
"S4","DNK"," Total","Denmark","UNS","Unspecified",2019,"Export",6,1051296.557
"S4","DNK"," Total","Denmark","URY","Uruguay",2018,"Export",6,44978.514
"S4","DNK"," Total","Denmark","URY","Uruguay",2019,"Export",6,32066.124
"S4","DNK"," Total","Denmark","USA","United States",2018,"Export",6,4747856.341
"S4","DNK"," Total","Denmark","USA","United States",2019,"Export",6,5194240.883
"S4","DNK"," Total","Denmark","UZB","Uzbekistan",2018,"Export",6,13143.673
"S4","DNK"," Total","Denmark","UZB","Uzbekistan",2019,"Export",6,23270.473
"S4","DNK"," Total","Denmark","VAT","Holy See",2019,"Export",6,3.833
"S4","DNK"," Total","Denmark","VCT","St. Vincent and the Grenadines",2018,"Export",6,1817.672
"S4","DNK"," Total","Denmark","VCT","St. Vincent and the Grenadines",2019,"Export",6,11892.602
"S4","DNK"," Total","Denmark","VEN","Venezuela",2018,"Export",6,11436.1
"S4","DNK"," Total","Denmark","VEN","Venezuela",2019,"Export",6,3259.014
"S4","DNK"," Total","Denmark","VGB","British Virgin Islands",2018,"Export",6,11167.709
"S4","DNK"," Total","Denmark","VGB","British Virgin Islands",2019,"Export",6,627.815
"S4","DNK"," Total","Denmark","VNM","Vietnam",2018,"Export",6,303826.59
"S4","DNK"," Total","Denmark","VNM","Vietnam",2019,"Export",6,204514.362
"S4","DNK"," Total","Denmark","VUT","Vanuatu",2018,"Export",6,64.606
"S4","DNK"," Total","Denmark","VUT","Vanuatu",2019,"Export",6,27.895
"S4","DNK"," Total","Denmark","WLD"," World",2018,"Export",6,108523101.942
"S4","DNK"," Total","Denmark","WLD"," World",2019,"Export",6,109991554.571
"S4","DNK"," Total","Denmark","WSM","Samoa",2018,"Export",6,193.949
"S4","DNK"," Total","Denmark","WSM","Samoa",2019,"Export",6,51.289
"S4","DNK"," Total","Denmark","YEM","Yemen",2018,"Export",6,35169.439
"S4","DNK"," Total","Denmark","YEM","Yemen",2019,"Export",6,50193.405
"S4","DNK"," Total","Denmark","ZAF","South Africa",2018,"Export",6,260897.077
"S4","DNK"," Total","Denmark","ZAF","South Africa",2019,"Export",6,323708.783
"S4","DNK"," Total","Denmark","ZAR","Congo, Dem. Rep.",2018,"Export",6,6629.095
"S4","DNK"," Total","Denmark","ZAR","Congo, Dem. Rep.",2019,"Export",6,7563.959
"S4","DNK"," Total","Denmark","ZMB","Zambia",2018,"Export",6,2230.326
"S4","DNK"," Total","Denmark","ZMB","Zambia",2019,"Export",6,3347.474
"S4","DNK"," Total","Denmark","ZWE","Zimbabwe",2018,"Export",6,7905.168
"S4","DNK"," Total","Denmark","ZWE","Zimbabwe",2019,"Export",6,6479.556
"S4","DOM"," Total","Dominican Republic","ABW","Aruba",2018,"Export",6,9513.395
"S4","DOM"," Total","Dominican Republic","AFG","Afghanistan",2018,"Export",6,0.072
"S4","DOM"," Total","Dominican Republic","AIA","Anguila",2018,"Export",6,1549.386
"S4","DOM"," Total","Dominican Republic","ALB","Albania",2018,"Export",6,217.872
"S4","DOM"," Total","Dominican Republic","AND","Andorra",2018,"Export",6,15.123
"S4","DOM"," Total","Dominican Republic","ARE","United Arab Emirates",2018,"Export",6,7998.115
"S4","DOM"," Total","Dominican Republic","ARG","Argentina",2018,"Export",6,1356.723
"S4","DOM"," Total","Dominican Republic","ARM","Armenia",2018,"Export",6,197.121
"S4","DOM"," Total","Dominican Republic","ATG","Antigua and Barbuda",2018,"Export",6,9687.521
"S4","DOM"," Total","Dominican Republic","AUS","Australia",2018,"Export",6,6279.221
"S4","DOM"," Total","Dominican Republic","AUT","Austria",2018,"Export",6,488.991
"S4","DOM"," Total","Dominican Republic","AZE","Azerbaijan",2018,"Export",6,2.364
"S4","DOM"," Total","Dominican Republic","BEL","Belgium",2018,"Export",6,64206.053
"S4","DOM"," Total","Dominican Republic","BGD","Bangladesh",2018,"Export",6,1391.372
"S4","DOM"," Total","Dominican Republic","BGR","Bulgaria",2018,"Export",6,891.051
"S4","DOM"," Total","Dominican Republic","BHR","Bahrain",2018,"Export",6,441
"S4","DOM"," Total","Dominican Republic","BHS","Bahamas, The",2018,"Export",6,12505.793
"S4","DOM"," Total","Dominican Republic","BIH","Bosnia and Herzegovina",2018,"Export",6,214.94
"S4","DOM"," Total","Dominican Republic","BLR","Belarus",2018,"Export",6,51.799
"S4","DOM"," Total","Dominican Republic","BLZ","Belize",2018,"Export",6,2590.487
"S4","DOM"," Total","Dominican Republic","BMU","Bermuda",2018,"Export",6,390.95
"S4","DOM"," Total","Dominican Republic","BOL","Bolivia",2018,"Export",6,1645.87
"S4","DOM"," Total","Dominican Republic","BRA","Brazil",2018,"Export",6,17182.704
"S4","DOM"," Total","Dominican Republic","BRB","Barbados",2018,"Export",6,11856.796
"S4","DOM"," Total","Dominican Republic","BRN","Brunei",2018,"Export",6,0.9
"S4","DOM"," Total","Dominican Republic","BWA","Botswana",2018,"Export",6,3.209
"S4","DOM"," Total","Dominican Republic","CAF","Central African Republic",2018,"Export",6,6.352
"S4","DOM"," Total","Dominican Republic","CAN","Canada",2018,"Export",6,637718.594
"S4","DOM"," Total","Dominican Republic","CHE","Switzerland",2018,"Export",6,150061.393
"S4","DOM"," Total","Dominican Republic","CHL","Chile",2018,"Export",6,20039.789
"S4","DOM"," Total","Dominican Republic","CHN","China",2018,"Export",6,152948.762
"S4","DOM"," Total","Dominican Republic","CIV","Cote d'Ivoire",2018,"Export",6,2499.278
"S4","DOM"," Total","Dominican Republic","COG","Congo, Rep.",2018,"Export",6,19.813
"S4","DOM"," Total","Dominican Republic","COL","Colombia",2018,"Export",6,40066.587
"S4","DOM"," Total","Dominican Republic","CPV","Cape Verde",2018,"Export",6,21.63
"S4","DOM"," Total","Dominican Republic","CRI","Costa Rica",2018,"Export",6,27609.991
"S4","DOM"," Total","Dominican Republic","CUB","Cuba",2018,"Export",6,44171.1
"S4","DOM"," Total","Dominican Republic","CUW","Cura�ao",2018,"Export",6,10918.019
"S4","DOM"," Total","Dominican Republic","CYM","Cayman Islands",2018,"Export",6,3377.2
"S4","DOM"," Total","Dominican Republic","CYP","Cyprus",2018,"Export",6,419.859
"S4","DOM"," Total","Dominican Republic","CZE","Czech Republic",2018,"Export",6,5585.352
"S4","DOM"," Total","Dominican Republic","DEU","Germany",2018,"Export",6,95144.991
"S4","DOM"," Total","Dominican Republic","DMA","Dominica",2018,"Export",6,4633.123
"S4","DOM"," Total","Dominican Republic","DNK","Denmark",2018,"Export",6,8995.574
"S4","DOM"," Total","Dominican Republic","ECU","Ecuador",2018,"Export",6,19668.303
"S4","DOM"," Total","Dominican Republic","EGY","Egypt, Arab Rep.",2018,"Export",6,62.149
"S4","DOM"," Total","Dominican Republic","ESP","Spain",2018,"Export",6,120714.816
"S4","DOM"," Total","Dominican Republic","EST","Estonia",2018,"Export",6,614.886
"S4","DOM"," Total","Dominican Republic","FIN","Finland",2018,"Export",6,2909.411
"S4","DOM"," Total","Dominican Republic","FRA","France",2018,"Export",6,39177.387
"S4","DOM"," Total","Dominican Republic","GBR","United Kingdom",2018,"Export",6,105129.148
"S4","DOM"," Total","Dominican Republic","GEO","Georgia",2018,"Export",6,9.562
"S4","DOM"," Total","Dominican Republic","GHA","Ghana",2018,"Export",6,166.548
"S4","DOM"," Total","Dominican Republic","GIB","Gibraltar",2018,"Export",6,40.919
"S4","DOM"," Total","Dominican Republic","GIN","Guinea",2018,"Export",6,15
"S4","DOM"," Total","Dominican Republic","GNQ","Equatorial Guinea",2018,"Export",6,0.035
"S4","DOM"," Total","Dominican Republic","GRC","Greece",2018,"Export",6,1382.307
"S4","DOM"," Total","Dominican Republic","GRD","Grenada",2018,"Export",6,2605.348
"S4","DOM"," Total","Dominican Republic","GTM","Guatemala",2018,"Export",6,19254.357
