,Unnamed: 0,Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD,Norm_Exports
894,2265,S4,AUT, Total,Austria,MWI,Malawi,2019,Export,6,2264.351,1.320074548457796e-05
895,2267,S4,AUT, Total,Austria,MYS,Malaysia,2019,Export,6,518864.76,0.0030248851161664542
896,2269,S4,AUT, Total,Austria,NAM,Namibia,2019,Export,6,19442.934,0.00011334869161514593
897,2271,S4,AUT, Total,Austria,NCL,New Caledonia,2019,Export,6,3218.502,1.876326847896158e-05
898,2273,S4,AUT, Total,Austria,NER,Niger,2019,Export,6,2620.88,1.5279243291177332e-05
899,2275,S4,AUT, Total,Austria,NGA,Nigeria,2019,Export,6,116293.46,0.000677969257849577
900,2277,S4,AUT, Total,Austria,NIC,Nicaragua,2019,Export,6,6795.828,3.961841418798078e-05
901,2279,S4,AUT, Total,Austria,NIU,Niue,2019,Export,6,5.43,3.1655890796638114e-08
902,2281,S4,AUT, Total,Austria,NLD,Netherlands,2019,Export,6,3286753.1760000004,0.019161160150084625
903,2283,S4,AUT, Total,Austria,NOR,Norway,2019,Export,6,794516.1479999998,0.004631881476473952
904,2285,S4,AUT, Total,Austria,NPL,Nepal,2019,Export,6,4879.673,2.8447586668748345e-05
905,2288,S4,AUT, Total,Austria,NZL,New Zealand,2019,Export,6,198335.308,0.001156257983640071
906,2290,S4,AUT, Total,Austria,OAS,"Other Asia, nes",2019,Export,6,712951.198,0.004156372977388641
907,2292,S4,AUT, Total,Austria,OMN,Oman,2019,Export,6,59258.828,0.00034546795357362085
908,2294,S4,AUT, Total,Austria,PAK,Pakistan,2019,Export,6,157322.394,0.0009171603175561098
909,2296,S4,AUT, Total,Austria,PAN,Panama,2019,Export,6,27808.153,0.0001621163636508664
910,2298,S4,AUT, Total,Austria,PER,Peru,2019,Export,6,83874.12,0.000488970531009967
911,2300,S4,AUT, Total,Austria,PHL,Philippines,2019,Export,6,171427.84,0.0009993924461406173
912,2302,S4,AUT, Total,Austria,PLW,Palau,2019,Export,6,4.061,2.3674875234833775e-08
913,2304,S4,AUT, Total,Austria,PNG,Papua New Guinea,2019,Export,6,1731.366,1.0093541993556565e-05
914,2306,S4,AUT, Total,Austria,POL,Poland,2019,Export,6,5769139.48,0.033633010933601035
915,2308,S4,AUT, Total,Austria,PRK,"Korea, Dem. Rep.",2019,Export,6,481.952,2.8096905858602827e-06
916,2310,S4,AUT, Total,Austria,PRT,Portugal,2019,Export,6,496503.575,0.002894523563598605
917,2312,S4,AUT, Total,Austria,PRY,Paraguay,2019,Export,6,15757.354,9.186244520588744e-05
918,2314,S4,AUT, Total,Austria,PSE,Occ.Pal.Terr,2019,Export,6,6484.383000000002,3.780274772220566e-05
919,2316,S4,AUT, Total,Austria,PYF,French Polynesia,2019,Export,6,1915.484,1.1166915713942461e-05
920,2318,S4,AUT, Total,Austria,QAT,Qatar,2019,Export,6,130189.031,0.0007589778541908167
921,2320,S4,AUT, Total,Austria,ROM,Romania,2019,Export,6,2805957.9260000004,0.01635821320173429
922,2322,S4,AUT, Total,Austria,RUS,Russian Federation,2019,Export,6,2638897.893,0.015384284258616284
923,2324,S4,AUT, Total,Austria,RWA,Rwanda,2019,Export,6,1831.392,1.0676674983027012e-05
924,2326,S4,AUT, Total,Austria,SAU,Saudi Arabia,2019,Export,6,448235.055,0.00261312706303961
925,2328,S4,AUT, Total,Austria,SEN,Senegal,2019,Export,6,44889.512,0.0002616975119311927
926,2330,S4,AUT, Total,Austria,SER,"Serbia, FR(Serbia/Montenegro)",2019,Export,6,938093.189,0.005468908940709761
927,2332,S4,AUT, Total,Austria,SGP,Singapore,2019,Export,6,378279.224,0.0022052975700885837
928,2333,S4,AUT, Total,Austria,SHN,Saint Helena,2019,Export,6,3.988,2.3249298802392783e-08
929,2335,S4,AUT, Total,Austria,SLB,Solomon Islands,2019,Export,6,172.39,1.0050016601164723e-06
930,2337,S4,AUT, Total,Austria,SLE,Sierra Leone,2019,Export,6,1060.576,6.182960964555298e-06
931,2339,S4,AUT, Total,Austria,SLV,El Salvador,2019,Export,6,12176.834,7.098867907049542e-05
932,2341,S4,AUT, Total,Austria,SMR,San Marino,2019,Export,6,9963.062,5.8082799755457637e-05
933,2343,S4,AUT, Total,Austria,SOM,Somalia,2019,Export,6,518.735,3.024128639483255e-06
934,2345,S4,AUT, Total,Austria,SPE,Special Categories,2019,Export,6,843705.743,0.004918647673094738
935,2347,S4,AUT, Total,Austria,SSD,South Sudan,2019,Export,6,849.529,4.95259617911182e-06
936,2349,S4,AUT, Total,Austria,STP,Sao Tome and Principe,2019,Export,6,8.238999999999999,4.803183872440174e-08
937,2351,S4,AUT, Total,Austria,SUD,Sudan,2019,Export,6,11968.831,6.977606023930331e-05
938,2353,S4,AUT, Total,Austria,SUR,Suriname,2019,Export,6,1487.963,8.674547741701297e-06
939,2355,S4,AUT, Total,Austria,SVK,Slovak Republic,2019,Export,6,3521384.647,0.020529018018119717
940,2357,S4,AUT, Total,Austria,SVN,Slovenia,2019,Export,6,3542553.517,0.020652428595837623
941,2359,S4,AUT, Total,Austria,SWE,Sweden,2019,Export,6,1942891.619,0.011326697038815364
942,2361,S4,AUT, Total,Austria,SWZ,Eswatini,2019,Export,6,1206.028,7.030919091286902e-06
943,2363,S4,AUT, Total,Austria,SXM,Saint Maarten (Dutch part),2019,Export,6,794.785,4.633448833665935e-06
944,2365,S4,AUT, Total,Austria,SYC,Seychelles,2019,Export,6,1009.635,5.885984402295345e-06
945,2367,S4,AUT, Total,Austria,SYR,Syrian Arab Republic,2019,Export,6,10499.323,6.120910171761159e-05
946,2369,S4,AUT, Total,Austria,TCA,Turks and Caicos Isl.,2019,Export,6,102.009,5.946935109160696e-07
947,2371,S4,AUT, Total,Austria,TCD,Chad,2019,Export,6,2784.833,1.6235058809369083e-05
948,2373,S4,AUT, Total,Austria,TGO,Togo,2019,Export,6,1769.438,1.03154946776099e-05
949,2375,S4,AUT, Total,Austria,THA,Thailand,2019,Export,6,521839.32,0.0030422262481237376
950,2377,S4,AUT, Total,Austria,TJK,Tajikistan,2019,Export,6,6000.893,3.498409088219339e-05
951,2379,S4,AUT, Total,Austria,TKL,Tokelau,2019,Export,6,5.297999999999999,3.088635532975851e-08
952,2381,S4,AUT, Total,Austria,TKM,Turkmenistan,2019,Export,6,23186.976,0.00013517576061883405
953,2383,S4,AUT, Total,Austria,TMP,East Timor,2019,Export,6,146.306,8.52936788009749e-07
954,2384,S4,AUT, Total,Austria,TON,Tonga,2019,Export,6,0.624,3.637804025249021e-09
955,2386,S4,AUT, Total,Austria,TTO,Trinidad and Tobago,2019,Export,6,28154.55,0.00016413579378056863
956,2388,S4,AUT, Total,Austria,TUN,Tunisia,2019,Export,6,101156.21,0.0005897219037130374
957,2390,S4,AUT, Total,Austria,TUR,Turkey,2019,Export,6,1268987.591,0.007397961805337915
958,2393,S4,AUT, Total,Austria,TZA,Tanzania,2019,Export,6,25758.967,0.00015016999012637292
959,2395,S4,AUT, Total,Austria,UGA,Uganda,2019,Export,6,9239.121,5.386235827494032e-05
960,2397,S4,AUT, Total,Austria,UKR,Ukraine,2019,Export,6,640085.381,0.003731578806898804
961,2399,S4,AUT, Total,Austria,UMI,United States Minor Outlying I,2019,Export,6,25.101,1.463341648041277e-07
962,2402,S4,AUT, Total,Austria,URY,Uruguay,2019,Export,6,21751.333,0.00012680622875309593
963,2404,S4,AUT, Total,Austria,USA,United States,2019,Export,6,11366169.109,0.06626265342368795
964,2406,S4,AUT, Total,Austria,UZB,Uzbekistan,2019,Export,6,123021.683,0.0007171935474524184
965,2408,S4,AUT, Total,Austria,VAT,Holy See,2019,Export,6,437.991,2.55340612631866e-06
966,2410,S4,AUT, Total,Austria,VCT,St. Vincent and the Grenadines,2019,Export,6,151.601,8.838056538970783e-07
967,2412,S4,AUT, Total,Austria,VEN,Venezuela,2019,Export,6,8792.987,5.126147997205499e-05
968,2414,S4,AUT, Total,Austria,VGB,British Virgin Islands,2019,Export,6,529.044,3.084228193483723e-06
969,2416,S4,AUT, Total,Austria,VNM,Vietnam,2019,Export,6,284618.622,0.0016592736679045346
970,2418,S4,AUT, Total,Austria,VUT,Vanuatu,2019,Export,6,35.61,2.0759968163320135e-07
971,2420,S4,AUT, Total,Austria,WLD, World,2019,Export,6,171532054.962,1.0
972,2422,S4,AUT, Total,Austria,WSM,Samoa,2019,Export,6,128.369,7.483674117262687e-07
973,2424,S4,AUT, Total,Austria,YEM,Yemen,2019,Export,6,10231.806,5.964952732751136e-05
974,2426,S4,AUT, Total,Austria,ZAF,South Africa,2019,Export,6,675789.172,0.003939725272630294
975,2428,S4,AUT, Total,Austria,ZAR,"Congo, Dem. Rep.",2019,Export,6,8193.992,4.776945044945237e-05
976,2430,S4,AUT, Total,Austria,ZMB,Zambia,2019,Export,6,7374.924,4.29944362389513e-05
977,2432,S4,AUT, Total,Austria,ZWE,Zimbabwe,2019,Export,6,1329.409,7.75020739006775e-06
978,2434,S4,AZE, Total,Azerbaijan,ABW,Aruba,2019,Export,6,69.721,3.5507481377893836e-06
979,2436,S4,AZE, Total,Azerbaijan,AFG,Afghanistan,2019,Export,6,82698.368,0.004211658986162292
980,2438,S4,AZE, Total,Azerbaijan,AGO,Angola,2019,Export,6,22.3,1.1356934563862144e-06
981,2440,S4,AZE, Total,Azerbaijan,ARE,United Arab Emirates,2019,Export,6,13928.109,0.0007093301457907597
982,2442,S4,AZE, Total,Azerbaijan,ARG,Argentina,2019,Export,6,41.06800000000001,2.0915093662273124e-06
983,2444,S4,AZE, Total,Azerbaijan,AUS,Australia,2019,Export,6,40087.91,0.0020415953841793496
984,2446,S4,AZE, Total,Azerbaijan,AUT,Austria,2019,Export,6,185734.93,0.009459100655755675
985,2448,S4,AZE, Total,Azerbaijan,BEL,Belgium,2019,Export,6,6535.5059999999985,0.0003328399730212036
986,2450,S4,AZE, Total,Azerbaijan,BGD,Bangladesh,2019,Export,6,254.342,1.2953118613640473e-05
987,2452,S4,AZE, Total,Azerbaijan,BGR,Bulgaria,2019,Export,6,79696.685,0.0040587894013530655
988,2454,S4,AZE, Total,Azerbaijan,BHR,Bahrain,2019,Export,6,205.115,1.0446088040657326e-05
989,2455,S4,AZE, Total,Azerbaijan,BIH,Bosnia and Herzegovina,2019,Export,6,16.658,8.483579191247337e-07
990,2457,S4,AZE, Total,Azerbaijan,BLR,Belarus,2019,Export,6,21103.904,0.001074778729910442
991,2459,S4,AZE, Total,Azerbaijan,BMU,Bermuda,2019,Export,6,16.159000000000002,8.22944868239679e-07
992,2462,S4,AZE, Total,Azerbaijan,BRA,Brazil,2019,Export,6,5509.723000000001,0.0002805989398027185
993,2464,S4,AZE, Total,Azerbaijan,BRN,Brunei,2019,Export,6,26.06,1.327182577283621e-06
994,2466,S4,AZE, Total,Azerbaijan,CAN,Canada,2019,Export,6,138215.794,0.007039048108297085
995,2468,S4,AZE, Total,Azerbaijan,CHE,Switzerland,2019,Export,6,179090.072,0.009120691608705649
996,2471,S4,AZE, Total,Azerbaijan,CHN,China,2019,Export,6,752162.6340000002,0.03830610679695154
997,2473,S4,AZE, Total,Azerbaijan,CMR,Cameroon,2019,Export,6,43.883,2.2348715671119395e-06
998,2475,S4,AZE, Total,Azerbaijan,COG,"Congo, Rep.",2019,Export,6,4.063,2.069202920761071e-07
999,2477,S4,AZE, Total,Azerbaijan,COL,Colombia,2019,Export,6,96.551,4.917145242490825e-06
1000,2479,S4,AZE, Total,Azerbaijan,CUB,Cuba,2019,Export,6,12.118,6.171449912326522e-07
1001,2480,S4,AZE, Total,Azerbaijan,CYM,Cayman Islands,2019,Export,6,20.795,1.0590468800695663e-06
1002,2482,S4,AZE, Total,Azerbaijan,CYP,Cyprus,2019,Export,6,13362.921,0.0006805462752424183
1003,2484,S4,AZE, Total,Azerbaijan,CZE,Czech Republic,2019,Export,6,647451.2239999999,0.03297336853928453
1004,2486,S4,AZE, Total,Azerbaijan,DEU,Germany,2019,Export,6,931783.426,0.04745382689136002
1005,2487,S4,AZE, Total,Azerbaijan,DJI,Djibouti,2019,Export,6,3.752,1.9108169723592269e-07
1006,2489,S4,AZE, Total,Azerbaijan,DNK,Denmark,2019,Export,6,999.192,5.08868078956706e-05
1007,2492,S4,AZE, Total,Azerbaijan,DZA,Algeria,2019,Export,6,347.673,1.770627583238405e-05
1008,2494,S4,AZE, Total,Azerbaijan,ECU,Ecuador,2019,Export,6,1.079,5.495126634263342e-08
1009,2496,S4,AZE, Total,Azerbaijan,EGY,"Egypt, Arab Rep.",2019,Export,6,41831.333,0.0021303843569512424
1010,2498,S4,AZE, Total,Azerbaijan,ESP,Spain,2019,Export,6,704459.848,0.035876701330064
1011,2500,S4,AZE, Total,Azerbaijan,EST,Estonia,2019,Export,6,2295.063,0.00011688287134951185
1012,2501,S4,AZE, Total,Azerbaijan,ETH,Ethiopia(excludes Eritrea),2019,Export,6,0.974,4.960383078565797e-08
1013,2503,S4,AZE, Total,Azerbaijan,FIN,Finland,2019,Export,6,398.001,2.026937808677891e-05
1014,2505,S4,AZE, Total,Azerbaijan,FRA,France,2019,Export,6,536648.43,0.02733040853501953
1015,2507,S4,AZE, Total,Azerbaijan,GAB,Gabon,2019,Export,6,15.772,8.032357486153979e-07
1016,2509,S4,AZE, Total,Azerbaijan,GBR,United Kingdom,2019,Export,6,457750.865,0.02331231668321208
1017,2511,S4,AZE, Total,Azerbaijan,GEO,Georgia,2019,Export,6,586904.086,0.029889826457243588
1018,2513,S4,AZE, Total,Azerbaijan,GHA,Ghana,2019,Export,6,26.303,1.3395580710011927e-06
1019,2515,S4,AZE, Total,Azerbaijan,GIB,Gibraltar,2019,Export,6,45927.298,0.002338983489152452
1020,2516,S4,AZE, Total,Azerbaijan,GIN,Guinea,2019,Export,6,0.8809999999999999,4.486753072090828e-08
1021,2518,S4,AZE, Total,Azerbaijan,GNQ,Equatorial Guinea,2019,Export,6,0.757,3.855246396790871e-08
1022,2520,S4,AZE, Total,Azerbaijan,GRC,Greece,2019,Export,6,242757.954,0.012363166809125813
1023,2521,S4,AZE, Total,Azerbaijan,GUY,Guyana,2019,Export,6,3.706,1.887390111823906e-07
1024,2523,S4,AZE, Total,Azerbaijan,HKG,"Hong Kong, China",2019,Export,6,2639.398,0.00013441914965914178
1025,2525,S4,AZE, Total,Azerbaijan,HRV,Croatia,2019,Export,6,436550.428,0.022232621724762387
1026,2527,S4,AZE, Total,Azerbaijan,HUN,Hungary,2019,Export,6,670.295,3.413675539678913e-05
1027,2529,S4,AZE, Total,Azerbaijan,IDN,Indonesia,2019,Export,6,366.177,1.864864676139618e-05
1028,2531,S4,AZE, Total,Azerbaijan,IND,India,2019,Export,6,955865.622,0.04868028395022146
1029,2533,S4,AZE, Total,Azerbaijan,IRL,Ireland,2019,Export,6,39.863,2.0301411772163077e-06
1030,2535,S4,AZE, Total,Azerbaijan,IRN,"Iran, Islamic Rep.",2019,Export,6,41130.682,0.0020947016324709532
1031,2537,S4,AZE, Total,Azerbaijan,IRQ,Iraq,2019,Export,6,13600.525,0.0006926469617003192
1032,2539,S4,AZE, Total,Azerbaijan,ISL,Iceland,2019,Export,6,18.699,9.523018807607993e-07
1033,2541,S4,AZE, Total,Azerbaijan,ISR,Israel,2019,Export,6,1331616.188,0.0678164928757648
1034,2543,S4,AZE, Total,Azerbaijan,ITA,Italy,2019,Export,6,5638641.82,0.28716451201254056
1035,2545,S4,AZE, Total,Azerbaijan,JOR,Jordan,2019,Export,6,20.016,1.0193740010325768e-06
1036,2547,S4,AZE, Total,Azerbaijan,JPN,Japan,2019,Export,6,90215.984,0.004594515815705982
1037,2549,S4,AZE, Total,Azerbaijan,KAZ,Kazakhstan,2019,Export,6,24022.63,0.0012234234841339536
1038,2550,S4,AZE, Total,Azerbaijan,KEN,Kenya,2019,Export,6,1.2,6.111354922257656e-08
1039,2552,S4,AZE, Total,Azerbaijan,KGZ,Kyrgyz Republic,2019,Export,6,2743.668,0.00013972940780700684
1040,2554,S4,AZE, Total,Azerbaijan,KOR,"Korea, Rep.",2019,Export,6,137.876,7.021743093843305e-06
1041,2556,S4,AZE, Total,Azerbaijan,KWT,Kuwait,2019,Export,6,236.454,1.2042119306562599e-05
1042,2558,S4,AZE, Total,Azerbaijan,LBN,Lebanon,2019,Export,6,32.183,1.6390144621918179e-06
1043,2559,S4,AZE, Total,Azerbaijan,LBY,Libya,2019,Export,6,43806.731,0.0022309873427072253
1044,2560,S4,AZE, Total,Azerbaijan,LKA,Sri Lanka,2019,Export,6,5.91,3.0098422992118954e-07
1045,2562,S4,AZE, Total,Azerbaijan,LTU,Lithuania,2019,Export,6,2125.135,0.00010822878535593353
1046,2564,S4,AZE, Total,Azerbaijan,LUX,Luxembourg,2019,Export,6,17608.406000000006,0.0008967601556767607
1047,2566,S4,AZE, Total,Azerbaijan,LVA,Latvia,2019,Export,6,855.41,4.356428428373684e-05
1048,2568,S4,AZE, Total,Azerbaijan,MAR,Morocco,2019,Export,6,1.57,7.995689356620434e-08
1049,2570,S4,AZE, Total,Azerbaijan,MDA,Moldova,2019,Export,6,3100.745,0.00015791461015346513
1050,2573,S4,AZE, Total,Azerbaijan,MEX,Mexico,2019,Export,6,118.137,6.016476137089606e-06
1051,2575,S4,AZE, Total,Azerbaijan,MKD,North Macedonia,2019,Export,6,156.74200000000005,7.982549943537582e-06
1052,2577,S4,AZE, Total,Azerbaijan,MLT,Malta,2019,Export,6,12492.989,0.0006362424151571729
1053,2579,S4,AZE, Total,Azerbaijan,MMR,Myanmar,2019,Export,6,36.25,1.8461384660986668e-06
1054,2581,S4,AZE, Total,Azerbaijan,MNG,Mongolia,2019,Export,6,44.86,2.2846281817706536e-06
1055,2582,S4,AZE, Total,Azerbaijan,MNT,Montenegro,2019,Export,6,228.823,1.1653488061464697e-05
1056,2583,S4,AZE, Total,Azerbaijan,MOZ,Mozambique,2019,Export,6,17.660999999999994,8.994386606832702e-07
1057,2586,S4,AZE, Total,Azerbaijan,MYS,Malaysia,2019,Export,6,596.798,3.0393703290779372e-05
1058,2587,S4,AZE, Total,Azerbaijan,NAM,Namibia,2019,Export,6,5.895,3.0022031055590734e-07
1059,2588,S4,AZE, Total,Azerbaijan,NER,Niger,2019,Export,6,2906.641,0.00014802928985488262
1060,2590,S4,AZE, Total,Azerbaijan,NGA,Nigeria,2019,Export,6,320.259,1.631013680039429e-05
1061,2593,S4,AZE, Total,Azerbaijan,NLD,Netherlands,2019,Export,6,68000.36200000001,0.0034631195585333543
1062,2595,S4,AZE, Total,Azerbaijan,NOR,Norway,2019,Export,6,3594.5690000000004,0.00018306405792953986
1063,2597,S4,AZE, Total,Azerbaijan,NZL,New Zealand,2019,Export,6,111.05,5.655549700972605e-06
1064,2599,S4,AZE, Total,Azerbaijan,OAS,"Other Asia, nes",2019,Export,6,262197.418,0.013353179009146234
1065,2601,S4,AZE, Total,Azerbaijan,OMN,Oman,2019,Export,6,239.344,1.2189301104273637e-05
1066,2603,S4,AZE, Total,Azerbaijan,PAK,Pakistan,2019,Export,6,311.993,1.5889166302166106e-05
1067,2605,S4,AZE, Total,Azerbaijan,PER,Peru,2019,Export,6,10.184,5.18650321068933e-07
1068,2607,S4,AZE, Total,Azerbaijan,PHL,Philippines,2019,Export,6,4.886,2.4883400125125755e-07
1069,2610,S4,AZE, Total,Azerbaijan,POL,Poland,2019,Export,6,3875.532,0.0001973729297047255
1070,2612,S4,AZE, Total,Azerbaijan,PRT,Portugal,2019,Export,6,353914.91,0.018024163560740627
1071,2614,S4,AZE, Total,Azerbaijan,QAT,Qatar,2019,Export,6,1330.427,6.775592995962071e-05
1072,2616,S4,AZE, Total,Azerbaijan,ROM,Romania,2019,Export,6,139189.497,0.0070886368134793105
1073,2618,S4,AZE, Total,Azerbaijan,RUS,Russian Federation,2019,Export,6,724342.171,0.03688926743449705
1074,2620,S4,AZE, Total,Azerbaijan,SAU,Saudi Arabia,2019,Export,6,1803.415,9.184424280936075e-05
1075,2621,S4,AZE, Total,Azerbaijan,SEN,Senegal,2019,Export,6,18.025,9.179764372807853e-07
1076,2623,S4,AZE, Total,Azerbaijan,SER,"Serbia, FR(Serbia/Montenegro)",2019,Export,6,408.947,2.082683551160418e-05
1077,2625,S4,AZE, Total,Azerbaijan,SGP,Singapore,2019,Export,6,1022.01,5.204888203413789e-05
1078,2627,S4,AZE, Total,Azerbaijan,SUD,Sudan,2019,Export,6,4.395,2.238283740276866e-07
1079,2629,S4,AZE, Total,Azerbaijan,SVK,Slovak Republic,2019,Export,6,420.929,2.1437054300591606e-05
1080,2631,S4,AZE, Total,Azerbaijan,SVN,Slovenia,2019,Export,6,26.022,1.3252473148915726e-06
1081,2633,S4,AZE, Total,Azerbaijan,SWE,Sweden,2019,Export,6,467.715,2.3819769728864496e-05
1082,2638,S4,AZE, Total,Azerbaijan,THA,Thailand,2019,Export,6,359698.086,0.018318688903356313
1083,2640,S4,AZE, Total,Azerbaijan,TJK,Tajikistan,2019,Export,6,3150.493,0.0001604481741924024
1084,2642,S4,AZE, Total,Azerbaijan,TKM,Turkmenistan,2019,Export,6,23066.499,0.0011747296850241774
1085,2644,S4,AZE, Total,Azerbaijan,TTO,Trinidad and Tobago,2019,Export,6,81.366,4.1438042050368035e-06
1086,2646,S4,AZE, Total,Azerbaijan,TUN,Tunisia,2019,Export,6,23.406,1.1920197775863556e-06
1087,2648,S4,AZE, Total,Azerbaijan,TUR,Turkey,2019,Export,6,2862694.576000001,0.14579118823298248
1088,2650,S4,AZE, Total,Azerbaijan,UKR,Ukraine,2019,Export,6,340552.63700000005,0.017343650286814793
1090,2655,S4,AZE, Total,Azerbaijan,USA,United States,2019,Export,6,24127.147,0.001228746321487367
1091,2657,S4,AZE, Total,Azerbaijan,UZB,Uzbekistan,2019,Export,6,28870.506,0.0014703159079264099
1092,2658,S4,AZE, Total,Azerbaijan,VEN,Venezuela,2019,Export,6,20.149,1.026147419404746e-06
1093,2660,S4,AZE, Total,Azerbaijan,VNM,Vietnam,2019,Export,6,58848.242,0.002997020778440914
1094,2662,S4,AZE, Total,Azerbaijan,WLD, World,2019,Export,6,19635580.248,1.0
1095,2663,S4,AZE, Total,Azerbaijan,YEM,Yemen,2019,Export,6,194.836,9.922599563608272e-06
1096,2665,S4,AZE, Total,Azerbaijan,ZAF,South Africa,2019,Export,6,19.262,9.809743209377248e-07
1097,2666,S4,AZE, Total,Azerbaijan,ZAR,"Congo, Dem. Rep.",2019,Export,6,60.102,3.0608721128127466e-06
1098,2669,S4,BDI, Total,Burundi,ARE,United Arab Emirates,2019,Export,6,70430.565,0.389728064679355
1099,2672,S4,BDI, Total,Burundi,BEL,Belgium,2019,Export,6,6418.9969999999985,0.035519568499735664
1100,2674,S4,BDI, Total,Burundi,BEN,Benin,2019,Export,6,8.982000000000003,4.970196500553372e-05
1101,2675,S4,BDI, Total,Burundi,BFA,Burkina Faso,2019,Export,6,0.711,3.934323883203569e-06
1102,2677,S4,BDI, Total,Burundi,BGR,Bulgaria,2019,Export,6,49.483,0.000273814555151283
1103,2678,S4,BDI, Total,Burundi,CAF,Central African Republic,2019,Export,6,6.093,3.371566163201033e-05
1104,2680,S4,BDI, Total,Burundi,CAN,Canada,2019,Export,6,398.356,0.002204305942077976
1105,2682,S4,BDI, Total,Burundi,CHE,Switzerland,2019,Export,6,10310.021,0.057050579263896416
1106,2684,S4,BDI, Total,Burundi,CHN,China,2019,Export,6,5547.864000000001,0.03069914744861504
1107,2686,S4,BDI, Total,Burundi,CIV,Cote d'Ivoire,2019,Export,6,48.864,0.00027038931396464026
1108,2688,S4,BDI, Total,Burundi,CMR,Cameroon,2019,Export,6,0.71,3.928790375632257e-06
1109,2690,S4,BDI, Total,Burundi,COG,"Congo, Rep.",2019,Export,6,2.631,1.45586584201246e-05
1110,2692,S4,BDI, Total,Burundi,CZE,Czech Republic,2019,Export,6,11.845,6.554439718220293e-05
1111,2694,S4,BDI, Total,Burundi,DEU,Germany,2019,Export,6,6562.781,0.03631519835236935
1112,2695,S4,BDI, Total,Burundi,DJI,Djibouti,2019,Export,6,5.47,3.0268286415082314e-05
1113,2697,S4,BDI, Total,Burundi,DNK,Denmark,2019,Export,6,15.418,8.53156197345044e-05
1114,2699,S4,BDI, Total,Burundi,EGY,"Egypt, Arab Rep.",2019,Export,6,5558.882,0.030760115635035758
1115,2702,S4,BDI, Total,Burundi,ETH,Ethiopia(excludes Eritrea),2019,Export,6,850.94,0.004708682932733116
1116,2704,S4,BDI, Total,Burundi,FRA,France,2019,Export,6,762.9810000000001,0.004221961140267993
1117,2705,S4,BDI, Total,Burundi,GAB,Gabon,2019,Export,6,12.094,6.692224056745987e-05
1118,2707,S4,BDI, Total,Burundi,GBR,United Kingdom,2019,Export,6,3916.733,0.021673271710311626
1119,2709,S4,BDI, Total,Burundi,GHA,Ghana,2019,Export,6,5.511,3.049516022550615e-05
1120,2711,S4,BDI, Total,Burundi,GIN,Guinea,2019,Export,6,114.53,0.0006337526221424822
1121,2716,S4,BDI, Total,Burundi,IND,India,2019,Export,6,333.589,0.0018459172572067447
1122,2717,S4,BDI, Total,Burundi,IRL,Ireland,2019,Export,6,0.7,3.873455299919126e-06
1123,2719,S4,BDI, Total,Burundi,ITA,Italy,2019,Export,6,902.029,0.004991384301043927
1124,2723,S4,BDI, Total,Burundi,JPN,Japan,2019,Export,6,256.491,0.0014192948904736523
1125,2725,S4,BDI, Total,Burundi,KEN,Kenya,2019,Export,6,2595.971,0.014364825183409077
1126,2727,S4,BDI, Total,Burundi,KOR,"Korea, Rep.",2019,Export,6,84.05799999999998,0.0004651355794294312
1127,2728,S4,BDI, Total,Burundi,LBR,Liberia,2019,Export,6,7.4,4.094795602771648e-05
1128,2729,S4,BDI, Total,Burundi,LCA,St. Lucia,2019,Export,6,3.065,1.6960200706074458e-05
1129,2730,S4,BDI, Total,Burundi,MAR,Morocco,2019,Export,6,13.092,7.244468112363029e-05
1130,2734,S4,BDI, Total,Burundi,MLI,Mali,2019,Export,6,0.004,2.213403028525215e-08
1131,2736,S4,BDI, Total,Burundi,MOZ,Mozambique,2019,Export,6,3.132,1.7330945713352432e-05
1132,2738,S4,BDI, Total,Burundi,MRT,Mauritania,2019,Export,6,247.333,0.0013686190281355674
1133,2740,S4,BDI, Total,Burundi,MUS,Mauritius,2019,Export,6,280.652,0.0015529899669041464
1134,2742,S4,BDI, Total,Burundi,MWI,Malawi,2019,Export,6,17.14,9.484431977230547e-05
1135,2744,S4,BDI, Total,Burundi,MYS,Malaysia,2019,Export,6,794.961,0.004398922712398583
1136,2746,S4,BDI, Total,Burundi,NER,Niger,2019,Export,6,5.519,3.0539428286076654e-05
1137,2748,S4,BDI, Total,Burundi,NGA,Nigeria,2019,Export,6,2.6460000000000004,1.4641661033694299e-05
1138,2750,S4,BDI, Total,Burundi,NLD,Netherlands,2019,Export,6,115.717,0.0006403208956296307
1139,2752,S4,BDI, Total,Burundi,NOR,Norway,2019,Export,6,122.277,0.0006766207052974443
1140,2754,S4,BDI, Total,Burundi,NZL,New Zealand,2019,Export,6,147.964,0.0008187599142817622
1141,2756,S4,BDI, Total,Burundi,OAS,"Other Asia, nes",2019,Export,6,122.283,0.0006766539063428721
1142,2758,S4,BDI, Total,Burundi,OMN,Oman,2019,Export,6,3021.451,0.01671922198485135
1143,2760,S4,BDI, Total,Burundi,PAK,Pakistan,2019,Export,6,11094.803999999998,0.061393181936234165
1144,2761,S4,BDI, Total,Burundi,POL,Poland,2019,Export,6,3.304,1.8282709015618273e-05
1145,2763,S4,BDI, Total,Burundi,RUS,Russian Federation,2019,Export,6,10.003,5.535167623584431e-05
